SummitCode,SummitName,Longitude,Latitude,Points
GM/SS-079,Beinn Damhain,-4.77904,56.31682,2
GM/SS-080,Cruach an t-Sidhein,-4.77678,56.12978,2
GM/SS-081,Beinn Bhreac,-4.70458,56.16365,2
GM/SS-082,Capel Fell,-3.31998,55.34907,2
GM/SS-083,Andrewhinney Hill,-3.26896,55.41222,2
GM/SS-084,Creag Each,-4.1854,56.4103,2
GM/SS-085,Uamh Bheag,-4.11566,56.28102,2
GM/SS-086,Beinn Ruadh,-4.96319,56.05319,2
GM/SS-087,Windlestraw Law,-3.00134,55.67725,2
GM/SS-088,Creag Mhor,-4.41125,56.33547,2
GM/SS-090,Beinn Dubh,-4.70232,56.12948,2
GM/SS-091,Meall Odhar,-4.76172,56.43005,2
GM/SS-092,Millfore,-4.38383,55.05024,2
GM/SS-093,Fiarach,-4.68344,56.39854,2
GM/SS-094,Blackhope Scar,-3.09195,55.72351,2
GM/SS-095,Sgiath a'Chaise,-4.29179,56.32361,2
GM/SS-096,Craignaw,-4.4176,55.12038,2
GM/SS-097,Creag Tharsuinn,-5.07378,56.07641,2
GM/SS-098,Mor Bheinn,-4.07971,56.36537,2
GM/SS-099,Creag Gharbh,-4.22151,56.46677,2
GM/SS-100,Croft Head,-3.33675,55.33759,2
GM/SS-101,Beinn Bhalgairean,-4.91212,56.37499,2
GM/SS-102,Cruinn a'Bheinn,-4.63709,56.21074,2
GM/SS-103,Tullich Hill,-4.74995,56.16785,2
GM/SS-104,Meall nan Caorach,-3.74125,56.48489,2
GM/SS-105,Meall Reamhar,-3.75168,56.47907,2
GM/SS-106,Cauldcleuch Head,-2.85743,55.29725,2
GM/SS-107,Beinn Bheag,-5.01459,56.09435,2
GM/SS-108,Cruach nam Mult,-4.95499,56.20797,2
GM/SS-109,Cruach nan Capull,-5.05288,55.97107,2
GM/SS-110,Cruach Neuran,-5.07366,55.99294,2
GM/SS-111,Cruach nam Miseag,-4.92615,56.14111,2
GM/SS-112,Well Hill,-3.71427,55.34011,2
GM/SS-113,Sgorach Mor,-5.05516,56.01994,2
GM/SS-114,Greatmoor Hill,-2.80505,55.29766,2
GM/SS-115,Beinn Uamha,-4.60432,56.22725,2
GM/SS-116,Colt Hill,-4.04951,55.26804,2
GM/SS-117,Beinn Uird,-4.57828,56.15245,2
GM/SS-118,Wisp Hill,-2.96754,55.28443,2
GM/SS-119,Ward Law,-3.16726,55.4319,2
GM/SS-120,Cairn Table,-4.02087,55.49514,2
GM/SS-121,Cruach Mhor,-5.14029,56.28523,2
GM/SS-122,The Wiss,-3.16501,55.4739,2
GM/SS-123,Green Hill,-3.79744,55.39358,2
GM/SS-124,Binnean nan Gobhar,-4.54586,56.13729,2
GM/SS-125,Scald Law,-3.29217,55.83619,2
GM/SS-126,Earl's Seat,-4.29633,56.02569,2
GM/SS-127,Beinn an t-Sidhein,-4.35167,56.33076,2
GM/SS-128,Broughton Heights,-3.39542,55.65548,2
GM/SS-129,Meikle Bin,-4.13947,56.01392,2
GM/SS-130,Criffel,-3.62925,54.94056,2
GM/SS-131,Hods Hill,-3.57836,55.37297,2
GM/SS-132,Roan Fell,-2.86357,55.22918,2
GM/SS-133,Minch Moor,-3.01909,55.58693,2
GM/SS-134,Meall Gainmheich,-4.40738,56.25471,2
GM/SS-135,Craigenreoch,-4.61648,55.1859,2
GM/SS-136,Pikethaw Hill,-2.99361,55.27005,2
GM/SS-137,Stob Odhar,-5.49157,55.91154,2
GM/SS-139,Cairnkinna Hill,-3.90563,55.29594,2
GM/SS-140,Turner Cleuch Law,-3.12881,55.47264,2
GM/SS-141,Beinn Ghlas,-5.02278,56.31818,2
GM/SS-142,Scaw'd Fell,-3.34171,55.31195,2
GM/SS-143,Trahenna Hill,-3.37367,55.62252,2
GM/SS-144,Deuchar Law,-3.13502,55.55576,2
GM/SS-145,Penvalla,-3.35115,55.64237,2
GM/SS-146,Ellson Fell,-2.9297,55.2771,2
GM/SS-147,Wether Hill,-4.0509,55.22491,2
GM/SS-148,Meikle Says Law,-2.67041,55.84703,2
GM/SS-149,Ben Clach,-4.00727,56.31322,2
GM/SS-150,Craiglee,-4.41213,55.09174,2
GM/SS-151,Beinn Bhreac,-5.18458,56.24382,2
GM/SS-152,Craiglee,-4.40652,55.23667,2
GM/SS-153,Black Craig,-5.01825,55.94054,2
GM/SS-154,West Lomond,-3.29684,56.24546,2
GM/SS-155,Hill of Stake,-4.7579,55.8293,2
GM/SS-156,Nutberry Hill,-3.99432,55.58189,2
GM/SS-158,Black Mount,-3.46542,55.69842,2
GM/SS-159,Beinn Ghlas,-5.30985,56.38171,2
GM/SS-160,Beinn Chapull,-5.33735,56.32379,2
GM/SS-161,Larriston Fell,-2.67899,55.22121,2
GM/SS-162,Beinn Dubh,-4.57389,56.20633,2
GM/SS-163,Stronend,-4.20403,56.0784,2
GM/SS-164,Kirkland Hill,-4.00568,55.42405,2
GM/SS-165,Dungavel Hill,-3.67758,55.55722,2
GM/SS-166,Cruach an Lochain,-5.13743,56.09752,2
GM/SS-167,Black Hill,-3.29829,55.85493,2
GM/SS-168,Law Kneis,-3.11855,55.40658,1
GM/SS-169,Innerdouny Hill,-3.56347,56.2485,1
GM/SS-170,Cairnsmore (Black Craig of Dee),-4.21863,55.0563,1
GM/SS-171,Allermuir Hill,-3.23718,55.8825,1
GM/SS-172,Lamington Hill,-3.58439,55.55778,1
GM/SS-173,Carn Duchara,-5.40191,56.23814,1
GM/SS-174,Common Hill,-3.91678,55.55573,1
GM/SS-175,Carleatheran,-4.11103,56.10157,1
GM/SS-176,Steele's Knowe,-3.66489,56.25324,1
GM/SS-177,Wether Law,-3.28366,55.7221,1
GM/SS-178,Craignell,-4.33376,55.04911,1
GM/SS-179,Cacra Hill,-3.08023,55.44508,1
GM/SS-180,Creachan Dubh,-5.18948,56.07113,1
GM/SS-181,Fell of Fleet,-4.2436,55.01007,1
GM/SS-182,Spartleton,-2.55593,55.88182,1
GM/SS-183,Cruach Lusach,-5.55133,55.99065,1
GM/SS-184,Middlefield Law,-4.09238,55.55238,1
GM/SS-185,Beinn Lagan,-5.02848,56.15244,1
GM/SS-186,Benbeoch,-4.37415,55.3456,1
GM/SS-187,Bishop Hill,-3.31528,56.22494,1
GM/SS-188,Beinn Dubh Airigh,-5.29082,56.18053,1
GM/SS-189,Cruach nan Caorach,-5.22071,55.97471,1
GM/SS-190,Lendrick Hill,-3.58323,56.21581,1
GM/SS-191,Cairnharrow,-4.28752,54.87814,1
GM/SS-192,Craigowl Hill,-3.01496,56.54776,1
GM/SS-193,Beinn an Tuirc,-5.56662,55.56728,1
GM/SS-194,Cairn Hill,-3.81194,55.34387,1
GM/SS-195,Mendick Hill,-3.40072,55.7402,1
GM/SS-196,Calkin Rig,-3.11815,55.17778,1
GM/SS-197,Hownam Law,-2.3235,55.49075,1
GM/SS-198,East Lomond,-3.22125,56.24223,1
GM/SS-199,Blackwood Hill,-2.73832,55.25768,1
GM/SS-200,Cnoc Moy,-5.77127,55.37277,1
GM/SS-201,Beneraird,-4.92148,55.06601,1
GM/SS-202,Carn Dearg,-5.40343,56.31633,1
GM/SS-203,Goseland Hill,-3.47574,55.6007,1
GM/SS-204,Cruach nan Cuilean,-5.14049,56.0161,1
GM/SS-205,Bogrie Hill,-3.90159,55.15247,1
GM/SS-206,Beinn na Lice,-5.77939,55.3124,1
GM/SS-207,Beinn Dearg,-4.27657,56.20572,1
GM/SS-208,White Meldon,-3.2428,55.67279,1
GM/SS-209,Broomy Law,-3.45561,55.67078,1
GM/SS-210,Rubers Law,-2.66477,55.43224,1
GM/SS-211,Sell Moor Hill,-2.82812,55.69089,1
GM/SS-212,Meigle Hill,-2.84897,55.61472,1
GM/SS-213,Cnoc a'Bhaile-shios,-5.41113,55.81161,1
GM/SS-214,Eildon Mid Hill,-2.71824,55.58217,1
GM/SS-215,Beinn Ghlas,-5.23816,56.14372,1
GM/SS-216,Dumyat,-3.8766,56.15766,1
GM/SS-217,Fell Hill,-4.00645,55.13812,1
GM/SS-218,Cruach Tairbeirt,-4.72256,56.21539,1
GM/SS-219,Cademuir Hill,-3.20561,55.62689,1
GM/SS-220,Blaeloch Hill,-4.80126,55.75927,1
GM/SS-221,Birnam Hill - King's Seat,-3.57575,56.54355,1
GM/SS-222,Duncolm,-4.4515,55.966,1
GM/SS-223,Craig of Monievreckie,-4.34355,56.18828,1
GM/SS-224,Bennan,-3.84673,55.07313,1
GM/SS-225,Dirrington Great Law,-2.48257,55.78668,1
GM/SS-226,Sgreadan Hill,-5.57888,55.50743,1
GM/SS-227,Torlum,-3.91251,56.35061,1
GM/SS-228,Bishop Forest Hill,-3.80516,55.09777,1
GM/SS-229,Bengairn,-3.91732,54.87026,1
GM/SS-230,The Slate,-5.73726,55.3855,1
GM/SS-231,Deadh Choimhead,-5.32915,56.40532,1
GM/SS-232,Pibble Hill,-4.28904,54.91775,1
GM/SS-233,Cruach na Seilcheig,-5.46427,56.24343,1
GM/SS-234,Dumglow,-3.48911,56.15225,1
GM/SS-235,King's Seat,-3.25087,56.48284,1
GM/SS-236,Corse Hill,-4.23132,55.69138,1
GM/SS-237,A'Chruach,-5.39375,56.34286,1
GM/SS-238,Bengray,-4.13786,54.91424,1
GM/SS-239,Conic Hill,-4.52108,56.09859,1
GM/SS-240,The Fruin,-4.76912,56.04677,1
GM/SS-241,Wauk Hill,-3.82208,55.19914,1
GM/SS-242,Benarty Hill,-3.36423,56.16605,1
GM/SS-243,Beinn Ghuilean,-5.58723,55.39495,1
GM/SS-244,Belling Hill,-2.56677,55.39919,1
GM/SS-245,White Top of Culreoch,-4.18634,54.94534,1
GM/SS-246,Ailsa Craig,-5.1184,55.2528,1
GM/SS-247,Cruach nam Fearna,-5.51789,56.2784,1
GM/SS-248,Beinn Bhan,-5.45131,56.14268,1
GM/SS-249,Grange Fell,-3.18705,55.12595,1
GM/SS-250,Mochrum Fell,-3.99914,55.05335,1
GM/SS-251,Ben Bowie,-4.66431,56.01005,1
GM/SS-252,Cnoc nam Broighleag,-5.31287,56.09182,1
GM/SS-253,Black Hill,-2.65981,55.62494,1
GM/SS-254,Cairnpapple Hill,-3.62177,55.92276,1
GM/SS-255,Tom an t-Saighdeir,-5.2782,56.28609,1
GM/SS-256,Grey Hill,-4.88497,55.19525,1
GM/SS-258,Meall an Fhithich,-5.14564,56.39305,1
GM/SS-259,Largo Law,-2.92581,56.23388,1
GM/SS-260,Brown Carrick Hill,-4.7126,55.40738,1
GM/SS-261,Bainloch Hill,-3.72692,54.89627,1
GM/SS-262,Norman's Law,-3.12666,56.36917,1
GM/SS-263,Linton Hill,-2.33854,55.54483,1
GM/SS-264,Knock of Crieff,-3.82699,56.38934,1
GM/SS-265,Windy Hill,-5.1295,55.88202,1
GM/SS-266,Cnoc Reamhar,-5.58939,56.06179,1
GM/SS-267,Knockdolian,-4.96029,55.12163,1
GM/SS-268,Dun Leacainn,-5.16872,56.16655,1
GM/SS-269,Woodhead Hill,-3.67908,55.02468,1
GM/SS-270,Cruach Lerags,-5.50261,56.37438,1
GM/SS-271,Turin Hill,-2.79355,56.67115,1
GM/SS-272,Arthur's Seat,-3.16182,55.94408,1
GM/SS-274,See Morris Hill,-3.72018,55.08391,1
GM/SS-275,Cairnie Hill,-3.16696,56.32631,1
GM/SS-276,Moncreiffe Hill,-3.40049,56.36419,1
GM/SS-277,Mount Hill,-3.08377,56.33598,1
GM/SS-278,Beinn Mhor,-5.56332,56.3353,1
GM/SS-279,Carn Breugach,-5.54161,56.39198,1
GM/SS-280,North Berwick Law,-2.71376,56.04882,1
GM/SS-281,Cairn Pat,-5.04889,54.86363,1
GM/SS-282,East Cairn Hill,-3.39314,55.81923,2
GM/SS-283,Coraddie,-5.12492,55.95411,2
GM/SS-284,Creag na Ciche,-3.6491,56.49688,1
GM/SS-285,Killyleoch Hill,-3.75992,55.11999,1
GM/SS-286,Lamberton Hill,-2.0903,55.82107,1
GM/SS-287,Kirriereoch Hill,-4.47965,55.15165,4
GM/SS-288,Creag na h-Eararuidh [Stuc na Cabaig],-4.12896,56.34503,4
GM/SS-289,White Hill,-3.50992,55.13499,1
GM/WS-001,Ben Nevis,-5.00367,56.79689,10
GM/WS-002,Aonach Beag,-4.95412,56.8,10
GM/WS-003,Carn Mor Dearg,-4.98662,56.80524,10
GM/WS-004,Carn Eige,-5.11516,57.2877,10
GM/WS-005,Stob Choire Claurigh,-4.84962,56.82379,10
GM/WS-006,Sgurr nan Ceathreamhnan,-5.22273,57.25491,10
GM/WS-007,Bidean nam Bian,-5.02934,56.64277,10
GM/WS-008,Sgurr na Lapaich,-5.05973,57.36931,10
GM/WS-009,Ben Alder,-4.46509,56.8138,10
GM/WS-010,Geal-Charn,-4.50969,56.83784,10
GM/WS-011,Binnein Mor,-4.9258,56.75438,10
GM/WS-012,An Riabhachan,-5.10473,57.36244,10
GM/WS-013,Ben Cruachan,-5.13183,56.42684,10
GM/WS-014,A'Chralaig,-5.15484,57.18419,10
GM/WS-015,Stob Coire Easain,-4.77371,56.8182,10
GM/WS-016,Sgurr nan Conbhairean,-5.09541,57.17762,10
GM/WS-017,Meall a'Bhuiridh,-4.85213,56.61222,10
GM/WS-018,Mullach Fraoch-choire,-5.15565,57.20538,10
GM/WS-019,Creise,-4.87199,56.61445,8
GM/WS-020,Sgurr a'Mhaim,-5.00369,56.75592,8
GM/WS-021,Sgurr Choinnich Mor,-4.90396,56.80043,8
GM/WS-022,Stob Ghabhar,-4.8821,56.5681,8
GM/WS-023,Beinn a'Chlachair,-4.50968,56.86953,8
GM/WS-024,Sgurr a'Choire Ghlais,-4.90376,57.44429,8
GM/WS-025,Ben Starav,-5.04975,56.53892,8
GM/WS-026,An Socach,-5.1586,57.35023,8
GM/WS-027,Sgurr Fhuaran,-5.34765,57.19615,8
GM/WS-028,Liathach - Spidean a'Choire Leith,-5.46361,57.56419,8
GM/WS-029,Toll Creagach,-4.99995,57.30923,8
GM/WS-030,Sgurr a'Chaorachain,-5.1893,57.4525,8
GM/WS-031,Geal Charn,-4.45724,56.89776,8
GM/WS-032,Chno Dearg,-4.66083,56.83009,8
GM/WS-033,Stob Coir'an Albannaich,-4.97981,56.5549,8
GM/WS-034,Sgurr na Ciche,-5.4569,57.01347,8
GM/WS-035,Sgurr a'Bhealaich Dheirg,-5.25218,57.17783,8
GM/WS-036,Gleouraich,-5.23804,57.09716,8
GM/WS-037,Am Bodach,-4.98339,56.74173,8
GM/WS-038,Carn Dearg,-4.45469,56.85524,8
GM/WS-039,Beinn Fhada,-5.2835,57.221,8
GM/WS-040,Sgurr a'Mhaoraich,-5.33051,57.10585,8
GM/WS-041,Sgurr na Ciste Duibhe,-5.33713,57.18092,8
GM/WS-042,Beinn a'Bheithir - Sgorr Dhearg,-5.17151,56.65392,8
GM/WS-043,Liathach - Mullach an Rathain,-5.4925,57.56087,8
GM/WS-044,Buachaille Etive Mor - Stob Dearg,-4.90033,56.64623,8
GM/WS-045,Aonach air Chrith,-5.22129,57.12464,8
GM/WS-046,Ladhar Bheinn,-5.59174,57.07526,8
GM/WS-047,Beinn Bheoil,-4.43066,56.81327,8
GM/WS-048,Garbh Chioch Mhor,-5.44432,57.00856,8
GM/WS-049,Sgurr Eilde Mor,-4.89544,56.75002,8
GM/WS-050,Sgurr an Doire Leathain,-5.28153,57.13688,8
GM/WS-051,The Saddle,-5.41472,57.1624,8
GM/WS-052,Beinn Eighe - Ruadh-stac Mor,-5.42945,57.59373,8
GM/WS-053,Maoile Lunndaidh,-5.11765,57.45957,8
GM/WS-054,Beinn Fhionnlaidh,-5.12991,57.30598,8
GM/WS-055,Sgurr Mor,-5.35419,57.02845,8
GM/WS-056,Aonach Meadhoin,-5.22917,57.17303,8
GM/WS-057,Beinn a'Bheithir - Sgorr Dhonuill,-5.19776,56.6505,8
GM/WS-058,Stob Ban,-5.03033,56.74371,6
GM/WS-059,Glas Bheinn Mhor,-5.00527,56.54242,6
GM/WS-060,Spidean Mialach,-5.19361,57.08896,6
GM/WS-061,Sgor na h-Ulaidh,-5.08006,56.6198,6
GM/WS-062,Sgurr na Ruaidhe,-4.85247,57.4415,6
GM/WS-063,Beinn Eighe - Spidean Coire nan Clach,-5.40371,57.5821,6
GM/WS-064,Carn nan Gobhar,-5.02454,57.3633,6
GM/WS-065,Beinn Eunaich,-5.02664,56.45035,6
GM/WS-066,Gaor Bheinn (Gulvain),-5.28451,56.93621,6
GM/WS-067,Lurg Mhor,-5.22367,57.41309,6
GM/WS-068,Beinn Alligin - Sgurr Mhor,-5.57276,57.59082,6
GM/WS-069,An Gearanach,-4.96623,56.75917,6
GM/WS-070,Ciste Dhubh,-5.20903,57.19923,6
GM/WS-071,Beinn a'Chochuill,-5.06854,56.44978,6
GM/WS-072,Stob Ban,-4.84088,56.81066,6
GM/WS-073,Beinn Sgritheall,-5.57971,57.15382,6
GM/WS-074,Aonach Eagach - Sgor nam Fiannaidh,-5.03713,56.67937,6
GM/WS-075,Sgurr Thuilm,-5.38921,56.93706,6
GM/WS-076,Beinn nan Aighenan,-5.01125,56.52022,6
GM/WS-077,Sgorr Ruadh,-5.40775,57.49862,6
GM/WS-078,Beinn Fhionnlaidh,-5.10475,56.60098,6
GM/WS-079,Buachaille Etive Beag - Stob Dubh,-4.97075,56.63816,6
GM/WS-080,Sgurr nan Coireachan,-5.44855,56.93573,6
GM/WS-081,Sgor Gaibhre,-4.5465,56.77255,6
GM/WS-082,Sgurr nan Coireachan,-5.40544,57.00716,6
GM/WS-083,Stob a'Choire Odhair,-4.8383,56.57331,6
GM/WS-084,Meall Buidhe,-5.54633,57.03155,6
GM/WS-085,Sgurr na Sgine,-5.39663,57.1471,6
GM/WS-086,Bidein a'Choire Sheasgaich,-5.25047,57.41972,6
GM/WS-087,Binnein Beag,-4.91116,56.76696,6
GM/WS-088,Carn Dearg,-4.58989,56.75993,6
GM/WS-089,Luinne Bheinn,-5.51361,57.04832,6
GM/WS-090,Beinn Sgulaird,-5.17036,56.56623,6
GM/WS-091,Beinn na Lap,-4.65999,56.78939,6
GM/WS-092,Sron a'Choire Ghairbh,-4.92875,57.00784,6
GM/WS-093,Maol Chean-dearg,-5.46555,57.4917,6
GM/WS-094,Meall nan Eun,-4.94293,56.56118,6
GM/WS-095,Moruisg,-5.17063,57.49971,6
GM/WS-096,Buachaille Etive Beag-Stob Coire Raineach,-4.9516,56.64989,6
GM/WS-097,Beinn Liath Mhor,-5.40062,57.51208,6
GM/WS-098,Beinn Alligin - Tom na Gruagaich,-5.58191,57.58052,6
GM/WS-099,Gairich,-5.25583,57.04488,6
GM/WS-100,Creag nan Damh,-5.33496,57.14726,6
GM/WS-101,A'Ghlas-bheinn,-5.30369,57.25508,6
GM/WS-102,Meall na Teanga,-4.93095,56.98901,6
GM/WS-103,Sgurr nan Ceannaichean,-5.19232,57.48231,6
GM/WS-104,Beinn Dearg,-5.52287,57.58818,6
GM/WS-105,Sgurr a'Choire-bheithe,-5.4713,57.05722,6
GM/WS-106,The Fara,-4.30485,56.92837,6
GM/WS-107,Streap,-5.37554,56.923,6
GM/WS-108,Beinn Maol Chaluim,-5.04194,56.62786,6
GM/WS-109,Fuar Tholl,-5.37919,57.48537,6
GM/WS-110,Leum Uilleim,-4.73076,56.73893,6
GM/WS-111,Beinn Damh,-5.51815,57.49285,6
GM/WS-112,Ben Tee,-4.90071,57.03223,6
GM/WS-113,Sgurr an Fhuarain,-5.31788,57.02887,6
GM/WS-114,Aonach Buidhe,-5.22931,57.34116,4
GM/WS-115,Beinn a'Bhuiridh,-5.09028,56.40908,4
GM/WS-116,Ruadh-stac Beag,-5.39397,57.59638,4
GM/WS-117,Beinn Bhan,-5.66169,57.44235,4
GM/WS-118,Sgurr nan Eugallt,-5.42264,57.08796,4
GM/WS-119,An Ruadh-stac,-5.46827,57.47498,4
GM/WS-120,Aonach Shasuinn,-5.02685,57.21638,4
GM/WS-121,Sgurr Dhomhnuill,-5.45379,56.75466,4
GM/WS-122,Ben Aden,-5.46314,57.03074,4
GM/WS-123,Meall a'Ghiubhais,-5.3902,57.61518,4
GM/WS-125,Garbh Bheinn,-5.42501,56.70445,4
GM/WS-126,Stob Dubh,-4.98811,56.59541,4
GM/WS-127,Beinn Odhar Bheag,-5.53239,56.84221,4
GM/WS-128,Rois-Bheinn,-5.68043,56.83763,4
GM/WS-129,Sgurr Mhurlagain,-5.27368,56.99847,4
GM/WS-130,Fraochaidh,-5.21362,56.61568,4
GM/WS-131,Sgurr a'Mhuilinn,-4.90229,57.55838,4
GM/WS-132,Sguman Coinntich,-5.3613,57.31879,4
GM/WS-133,Baosbheinn,-5.56862,57.62825,4
GM/WS-134,Sgurr na Ba Glaise,-5.65687,56.83744,4
GM/WS-135,Sgorr nan Lochan Uaine,-5.39326,57.52277,4
GM/WS-136,Meall na Meoig,-4.53898,56.74361,4
GM/WS-137,Faochaig,-5.28804,57.33292,4
GM/WS-138,Garbh Bheinn,-4.99143,56.69659,4
GM/WS-139,Bidein a'Chabair,-5.47552,56.98035,4
GM/WS-140,Beinn Mhic Chasgaig,-4.89948,56.61006,4
GM/WS-141,Carn a'Choire Ghairbh,-5.08763,57.2226,4
GM/WS-142,Beinn Tharsuinn,-5.24195,57.43867,4
GM/WS-143,Sgurr na Feartaig,-5.24365,57.45705,4
GM/WS-144,Beinn a'Bha'ach Ard,-4.73392,57.45193,4
GM/WS-145,Fraoch Bheinn,-5.31691,56.99347,4
GM/WS-146,Beinn a'Chrulaiste,-4.86353,56.6689,4
GM/WS-147,Cruach Innse,-4.82194,56.84683,4
GM/WS-148,Beinn Bhuidhe,-5.58915,57.0101,4
GM/WS-149,Beinn an Eoin,-5.50978,57.62284,4
GM/WS-150,Creach Bheinn,-5.4762,56.66198,4
GM/WS-151,Bac an Eich,-4.96827,57.49576,4
GM/WS-152,Sgurr Ghiubhsachain,-5.48256,56.81895,4
GM/WS-153,Beinn Resipol,-5.65261,56.72719,4
GM/WS-154,Sgurr an Airgid,-5.41551,57.24858,4
GM/WS-155,Beinn Trilleachan,-5.11443,56.54798,4
GM/WS-156,Beinn Udlaidh,-4.79255,56.46007,4
GM/WS-157,Meallan nan Uan,-4.90303,57.54692,4
GM/WS-158,Sgurr Gaorsaic,-5.25694,57.24526,4
GM/WS-159,Meall na h-Eilde,-4.9896,57.00704,4
GM/WS-160,Sgurr Cos na Breachd-laoidh,-5.37875,56.99756,4
GM/WS-161,Carn Mor,-5.45074,56.96201,4
GM/WS-162,Sgorr na Diollaid,-4.86,57.38424,4
GM/WS-163,An Sidhean,-5.05078,57.46181,4
GM/WS-164,An Stac,-5.67012,56.85099,4
GM/WS-165,Creach Bheinn,-5.21502,56.53049,4
GM/WS-166,Sgurr Innse,-4.80398,56.83331,4
GM/WS-167,Beinn na h-Eaglaise,-5.54869,57.14863,4
GM/WS-168,Geal Charn,-5.03753,57.0026,4
GM/WS-169,Beinn Bhreac-liath,-4.75652,56.46672,4
GM/WS-170,Am Bathach,-5.18914,57.17926,4
GM/WS-171,Beinn Dronaig,-5.26794,57.39157,4
GM/WS-172,Beinn Mhic-Mhonaidh,-4.90974,56.47307,4
GM/WS-173,Mam na Gualainn,-5.08157,56.71643,4
GM/WS-174,Sgurr Coire Choinnichean,-5.64392,57.04764,4
GM/WS-175,Beinn Bhan,-5.05684,56.92525,4
GM/WS-176,Sgurr an Utha,-5.47448,56.89872,4
GM/WS-177,Glas Bheinn,-4.84789,56.73608,4
GM/WS-178,Sgurr a'Ghaoiachain,-5.67039,57.41255,4
GM/WS-179,Druim nan Cnamh,-5.08928,57.12204,4
GM/WS-180,Meall Dubh,-4.90043,57.12792,4
GM/WS-181,Carn na Nathrach,-5.46075,56.7724,4
GM/WS-182,Beinn na Caillich,-5.64034,57.09827,4
GM/WS-183,Beinn Mhic Cedidh,-5.56306,56.84985,4
GM/WS-184,Sgurr Dubh,-5.37879,57.54691,4
GM/WS-185,Sgurr Mhic Bharraich,-5.44869,57.19958,4
GM/WS-186,Sgorr Craobh a'Chaorainn,-5.45052,56.82583,4
GM/WS-187,Meall a'Phubuill,-5.23903,56.91801,4
GM/WS-188,Beinn nan Caorach,-5.52043,57.15047,4
GM/WS-189,Meall Lighiche,-5.1075,56.62848,4
GM/WS-190,Stob Coire a'Chearcaill,-5.24961,56.80325,4
GM/WS-191,Druim Tarsuinn,-5.48213,56.7975,4
GM/WS-192,Fuar Bheinn,-5.50307,56.64949,4
GM/WS-193,Braigh nan Uamhachan,-5.32867,56.92688,4
GM/WS-194,Beinn na h-Uamha,-5.40752,56.74278,4
GM/WS-195,Sgurr a'Chaorainn,-5.44352,56.7398,4
