SummitCode,SummitName,Longitude,Latitude,Points
GM/WS-196,Beinn a'Chapuill,-5.58289,57.17319,4
GM/WS-197,Sgurr Choinich,-5.0849,57.00776,4
GM/WS-198,Binnein Shuas,-4.52593,56.90985,4
GM/WS-199,Druim Fada - Stob a'Ghrianain,-5.14227,56.89341,4
GM/WS-200,Sgorr na Ciche (Pap of Glencoe),-5.06289,56.68882,4
GM/WS-201,Stob na Cruaiche,-4.67265,56.67692,4
GM/WS-202,Cnap Cruinn,-4.78515,56.85766,4
GM/WS-203,Beinn Mheadhoin,-5.58735,56.60307,4
GM/WS-204,Beinn na h-Eaglaise,-5.49321,57.51296,4
GM/WS-205,Beinn Bheag,-5.40937,56.71674,4
GM/WS-206,Druim na Sgriodain,-5.3069,56.73819,4
GM/WS-207,Glas Bheinn,-5.0106,56.98195,4
GM/WS-208,Sgurr a'Gharaidh,-5.52731,57.44017,4
GM/WS-209,Carnan Cruithneachd,-5.32862,57.27891,4
GM/WS-210,Mullach Coire nan Geur-oirean,-5.20963,56.95351,4
GM/WS-211,Beinn Bhreac,-5.23855,56.51776,4
GM/WS-212,Beinn a'Chearcaill,-5.46576,57.61622,4
GM/WS-213,Meall nan Damh,-5.41027,56.81526,4
GM/WS-214,Stob Mhic Bheathain,-5.4165,56.78713,4
GM/WS-215,An Stac,-5.5086,56.94209,4
GM/WS-216,Beinn Mheadhonach,-5.21722,56.48238,4
GM/WS-217,Druim Fada,-5.4791,57.1176,4
GM/WS-218,Meith Bheinn,-5.58142,56.92517,4
GM/WS-219,Beinn nan Lus,-5.03797,56.493,4
GM/WS-220,Carn a'Chaochain,-4.92435,57.21674,4
GM/WS-221,An Cruachan,-5.1719,57.37325,4
GM/WS-222,Meall Garbh,-4.97703,56.48682,4
GM/WS-223,Sgurr nan Cnamh,-5.45535,56.72255,4
GM/WS-224,Slat Bheinn,-5.44906,57.06816,4
GM/WS-225,Meall Fuar-mhonaidh,-4.56003,57.26445,2
GM/WS-226,Beinn na Muice,-4.96746,57.41741,2
GM/WS-227,Beinn Molurgainn,-5.22022,56.51084,2
GM/WS-228,Meall Onfhaidh,-5.2691,56.9052,2
GM/WS-229,Carn Mhic an Toisich,-4.80016,57.22673,2
GM/WS-230,Meall a'Chrathaich,-4.71948,57.25999,2
GM/WS-231,Meall na Faochaig,-4.91191,57.52901,2
GM/WS-232,Carn na Breabaig,-5.21244,57.32087,2
GM/WS-233,Carn Breac,-5.26444,57.52575,2
GM/WS-234,Meall Mor,-5.09143,56.65697,2
GM/WS-235,Beinn Suidhe,-4.90835,56.51839,2
GM/WS-236,Carn Gorm,-4.78176,57.37925,2
GM/WS-237,Carn na Coinnich,-4.79911,57.51853,2
GM/WS-238,An Ruadh-mheallan,-5.6222,57.59114,2
GM/WS-239,Binnein Shios,-4.47931,56.93813,2
GM/WS-240,Meall nan Eun,-5.46188,57.09016,2
GM/WS-241,Beinn Gaire,-5.63685,56.81236,2
GM/WS-242,Meall Tairbh,-4.84304,56.49774,2
GM/WS-243,Sgorr a'Choise,-5.12603,56.64885,2
GM/WS-244,Aodann Chleireig,-5.29374,56.89078,2
GM/WS-245,Beinn Mheadhoin,-4.90635,57.48659,2
GM/WS-246,Croit Bheinn,-5.59028,56.83561,2
GM/WS-247,Meall nan Eagan,-4.30908,56.95712,2
GM/WS-248,Meall Blair,-5.16757,57.00639,2
GM/WS-249,Beinn na Cille,-5.50051,56.63047,2
GM/WS-250,Glas-bheinn Mhor,-4.59393,57.27221,2
GM/WS-251,Sgorr Mhic Eacharna,-5.38603,56.71298,2
GM/WS-252,Beinn Donachain,-4.92323,56.44258,2
GM/WS-253,Beinn na Cloiche,-4.8064,56.74379,2
GM/WS-254,Biod an Fhithich,-5.39175,57.17754,2
GM/WS-255,Beinn Clachach,-5.49566,57.14031,2
GM/WS-256,Beinn na Sroine,-4.86473,56.41954,2
GM/WS-257,Glas Bheinn,-5.37859,56.82766,2
GM/WS-258,Glas-charn,-5.53758,56.89482,2
GM/WS-259,Beinn a'Chlachain,-5.79751,57.47439,2
GM/WS-260,Beinn na Feusaige,-5.19248,57.53782,2
GM/WS-261,Tom Meadhoin,-5.12653,56.71136,2
GM/WS-262,Creag Ghuanach,-4.78421,56.78144,2
GM/WS-263,Beinn na Gucaig,-5.16877,56.73928,2
GM/WS-264,Creag Dhubh Mhor,-5.35987,57.40976,2
GM/WS-265,Beinn a'Mheadhoin,-4.9572,57.28579,2
GM/WS-266,Burach,-4.67755,57.18953,2
GM/WS-267,Beinn a'Chuirn,-5.53133,57.23899,2
GM/WS-268,Sidhean Mor,-5.7317,56.91508,2
GM/WS-269,Meallan Odhar Doire nan Gillean,-5.06971,57.39293,2
GM/WS-270,Beinn Dubh an Iaruinn,-5.02743,57.40694,2
GM/WS-271,Cruban Beag,-4.19376,57.00399,2
GM/WS-272,Beinn Mheadhonach,-5.15038,56.54342,2
GM/WS-273,Druim a'Chuirn,-5.57337,56.93865,2
GM/WS-274,Beinn nam Beathrach,-5.6686,56.65299,2
GM/WS-275,Sgurr Marcasaidh,-4.75546,57.59336,2
GM/WS-276,Druim Leathad nam Fias,-5.3473,56.77919,2
GM/WS-277,Creag na Doire Duibhe,-4.28074,56.98562,2
GM/WS-278,Beinn nan Cabar,-5.67293,56.91629,2
GM/WS-279,Beinn a'Chuirn,-4.89765,56.49407,2
GM/WS-280,Doire Ban,-5.12296,56.73185,2
GM/WS-281,Meall a'Bhainne,-5.44298,56.85051,2
GM/WS-282,Beinn Duirinnis,-5.21377,56.46334,2
GM/WS-283,Sidhean na Raplaich,-5.85245,56.5973,2
GM/WS-284,An Grianan,-5.13577,56.58278,2
GM/WS-285,Beinn Churalain,-5.27219,56.56395,2
GM/WS-286,Leathad Mor,-4.64466,56.62289,2
GM/WS-287,Beinn Mhialairigh,-5.63889,57.15369,2
GM/WS-288,Carn a'Ghobhair,-5.76131,57.00233,2
GM/WS-289,Meall Sguman,-5.28255,57.28813,2
GM/WS-290,Creag Dhubh,-4.94378,57.25102,2
GM/WS-291,Creag Loch nan Dearcag,-4.78829,57.56983,2
GM/WS-292,Ben Shieldaig,-5.61837,57.50982,2
GM/WS-293,Bidein Bad na h-Iolaire,-5.08797,56.7905,2
GM/WS-294,Ben Hiant,-6.02347,56.69598,2
GM/WS-295,Druim na Cluain-airighe,-5.71045,57.06714,2
GM/WS-296,Meall Luidh Mor,-4.59961,56.88173,2
GM/WS-297,An Staonach,-5.62055,57.47101,2
GM/WS-298,An Sleaghach,-5.63614,56.52938,2
GM/WS-299,Ben Laga,-5.84665,56.69117,2
GM/WS-300,Sron Smeur,-4.53063,56.70749,2
GM/WS-301,Creag Bhan,-5.64327,56.90016,2
GM/WS-302,Beinn Leamhain,-5.33882,56.7075,2
GM/WS-303,Glas Bheinn,-4.72625,56.58786,2
GM/WS-304,Carn a'Bhodaich,-4.38201,57.40538,2
GM/WS-305,Meall Mor,-4.76458,56.58527,1
GM/WS-306,Meall nan Each,-5.87055,56.71019,1
GM/WS-307,Carn nan Iomairean,-5.46941,57.35938,1
GM/WS-308,Beinn Chlaonleud,-5.6726,56.62615,1
GM/WS-309,A'Bheinn Bhan,-5.36081,56.74486,1
GM/WS-310,Beinn Donn,-5.32089,56.57688,1
GM/WS-311,Meall an t-Slamain,-5.16205,56.81684,1
GM/WS-312,Beinn Sgluich,-5.31488,56.60886,1
GM/WS-313,Bidein Clann Raonaild,-5.257,57.58071,1
GM/WS-314,Meall na h-Eilrig,-4.43362,57.36044,1
GM/WS-315,Beinn na h-Uamha,-5.77943,56.6153,1
GM/WS-316,Carn Fiaclach,-4.8585,57.30325,1
GM/WS-317,Carn nam Bad,-4.65923,57.36762,1
GM/WS-318,Beinn Conchra,-5.50908,57.30404,1
GM/WS-319,Auchtertyre Hill,-5.59945,57.29951,1
GM/WS-320,Sgurr Bhuidhe,-5.74997,56.9861,1
GM/WS-321,Seana Mheallan,-5.46207,57.53862,1
GM/WS-322,Beinn a'Chaisil,-5.61411,56.56859,1
GM/WS-323,Meall nan Con,-6.08321,56.73785,1
GM/WS-324,Meall an Doirein,-5.59631,57.71734,1
GM/WS-325,Beinn a'Mheadhoin,-5.45696,57.30247,1
GM/WS-326,Beinn a'Chaoinich,-5.54507,57.20617,1
GM/WS-327,Creag Mhor,-5.48489,57.32657,1
GM/WS-328,Meall Lochan a'Chleirich,-5.57102,57.68394,1
GM/WS-329,Bad a'Chreamha,-5.56449,57.36969,1
GM/WS-331,An Sgurr,-5.5674,57.38845,1
GM/WS-332,Meall Innis an Loichel,-4.99085,57.40543,1
GM/WS-333,Carn Faire nan Con,-4.68592,57.59406,1
GM/WS-335,Beinn na Seilg,-6.15358,56.69999,1
GM/WS-336,Beinn Lora,-5.38083,56.48568,1
GM/WS-337,An Cuaidh,-5.76664,57.83563,1
GM/WS-338,Cruach Doir'an Raoigh,-5.7195,56.87946,1
GM/WS-339,Druim na h-Earba,-5.12843,56.79408,1
GM/WS-340,Beinn a'Bhaillidh,-5.85199,56.7994,1
GM/WS-341,Ardsheal Hill,-5.27278,56.66032,1
GM/WS-342,Torr Achilty,-4.59642,57.55913,1
GM/WS-343,Beinn Bhreac,-5.79661,56.77738,1
GM/WS-345,Sgurr na Dubh-chreige,-5.80192,56.97737,1
GM/WS-346,Airds Hill,-5.37631,56.55885,1
GM/WS-347,Cruachan Charna,-5.88816,56.66178,1
GM/WS-348,Buidhe Bheinn,-5.36645,57.12713,4
GM/WS-349,Glas Bheinn,-5.61206,57.24331,1
GM/WS-350,Sithean Mor [Sidhean Mor],-5.63374,57.70364,1
GM/WS-351,Na Maoilean,-5.28974,56.48336,1
GU/GU-001,Le Moulin (Sark),-2.3624,49.4312,1
GU/GU-002,Guernsey Airport,-2.5977,49.4309,1
GW/MW-001,Plynlimon-Pen Pumlumon Fawr,-3.78305,52.46696,6
GW/MW-002,Great Rhos - Rhos Fawr,-3.19984,52.26714,4
GW/MW-003,Drygarn Fawr,-3.66571,52.21214,4
GW/MW-004,Pen y Garn,-3.76651,52.37912,4
GW/MW-005,Llan Ddu Fawr - Waun Claerddu,-3.77563,52.31856,2
GW/MW-006,Pegwn Mawr,-3.43673,52.42044,2
GW/MW-007,Banc Llechwedd-mawr,-3.80513,52.49269,2
GW/MW-008,Drosgol,-3.82768,52.47453,2
GW/MW-009,Beacon Hill - Mynydd Disglair,-3.2114,52.38298,2
GW/MW-010,Gwaunceste Hill,-3.23288,52.19173,2
GW/MW-011,Foel Cwmcerwyn,-4.77457,51.94617,2
GW/MW-012,Carnedd Wen,-3.59282,52.67625,2
GW/MW-013,Corndon Hill,-3.02529,52.5657,2
GW/MW-014,Garreg Lwyd,-3.55443,52.34779,1
GW/MW-015,Bryn Amlwg,-3.59236,52.5632,1
GW/MW-016,Pen y Garn-goch,-3.63093,52.13955,1
GW/MW-017,Garreg-hir,-3.47883,52.56984,1
GW/MW-018,Bryn y Fan,-3.57529,52.48389,1
GW/MW-019,Gwastedyn Hill,-3.48672,52.28409,1
GW/MW-020,Esgair Ddu,-3.66818,52.68172,1
GW/MW-021,Mynydd Mallaen - Crugiau Merched,-3.86667,52.09337,1
GW/MW-022,Aberedw Hill,-3.33946,52.14766,1
GW/MW-023,Carneddau,-3.36192,52.18716,1
GW/MW-024,Rhiw Gwraidd,-3.44303,52.26024,1
GW/MW-025,The Begwns,-3.2348,52.09156,1
GW/MW-026,Long Mountain-Beacon Ring,-3.08813,52.64515,1
GW/MW-027,Moel y Golfa,-3.05116,52.70578,1
GW/MW-028,Frenni Fawr,-4.61827,51.98352,1
GW/MW-029,Hafod Ithel,-4.03855,52.29069,1
GW/MW-030,Stingwern Hill,-3.28187,52.60395,1
GW/MW-031,Caeliber Isaf,-3.16364,52.53286,1
GW/MW-032,Upper Park,-3.19879,52.63911,1
GW/MW-033,Mynydd Carningli,-4.82402,51.99959,1
GW/MW-034,Mynydd Cynros,-4.00973,51.97547,1
GW/MW-035,Rhos Ymryson,-4.25062,52.12693,1
GW/MW-036,Pen-crug-melyn,-4.17936,51.93484,1
GW/MW-037,Brandy Hill,-4.5919,51.79048,1
GW/MW-038,Disgwylfa Fawr,-3.85931,52.44599,2
GW/MW-039,Cefn Cenarth,-3.51585,52.37469,1
GW/MW-040,Carn Gafallt,-3.55475,52.26971,1
GW/NW-001,Snowdon - Yr Wyddfa,-4.07623,53.0685,10
GW/NW-002,Carnedd Llewelyn,-3.97033,53.16017,10
GW/NW-003,Glyder Fawr,-4.02916,53.10147,10
GW/NW-004,Y Garn,-4.04708,53.11569,8
GW/NW-005,Elidir Fawr,-4.07643,53.13065,8
GW/NW-006,Tryfan,-3.99749,53.1149,8
GW/NW-007,Aran Fawddwy,-3.68786,52.78702,8
GW/NW-008,Y Lliwedd,-4.05705,53.05948,8
GW/NW-009,Cadair Idris - Penygadair,-3.90878,52.69962,8
GW/NW-010,Moel Siabod,-3.93407,53.07318,8
GW/NW-011,Arenig Fawr,-3.74594,52.91711,8
GW/NW-012,Cadair Berwyn,-3.38099,52.8806,8
GW/NW-013,Pen Llithrig y Wrach,-3.92075,53.14226,6
GW/NW-014,Moel Hebog,-4.1396,53.00069,6
GW/NW-015,Glasgwm,-3.72528,52.76015,6
GW/NW-016,Moelwyn Mawr,-4.00014,52.98425,6
GW/NW-017,Y Llethr,-3.98763,52.81285,6
GW/NW-018,Moel Llyfnant,-3.77318,52.90085,6
GW/NW-019,Yr Aran,-4.08318,53.04277,6
GW/NW-020,Craig Cwm Silyn,-4.20007,53.0293,6
GW/NW-021,Rhobell Fawr,-3.80155,52.81484,6
GW/NW-022,Moel Eilio,-4.15839,53.09705,6
GW/NW-023,Rhinog Fawr,-3.99544,52.84181,6
GW/NW-024,Trum y Ddysgl,-4.17197,53.04221,6
GW/NW-025,Allt-fawr,-3.96623,53.00819,4
GW/NW-026,Mynydd Mawr,-4.18098,53.06946,4
GW/NW-027,Arenig Fach,-3.75771,52.95869,4
GW/NW-028,Creigiau Gleision,-3.90136,53.1358,4
GW/NW-029,Maesglase,-3.75249,52.72,4
GW/NW-030,Moel Cynghorion,-4.1126,53.08598,4
GW/NW-031,Esgeiriau Gwynion,-3.64889,52.79866,4
GW/NW-032,Carnedd y Filiast,-3.68302,52.98678,4
GW/NW-033,Tarren y Gesail,-3.90713,52.6354,4
GW/NW-034,Foel Cedig,-3.51331,52.84282,4
GW/NW-035,Manod Mawr,-3.90156,52.9841,4
GW/NW-036,Tarrenhendre,-3.94712,52.61913,4
GW/NW-037,Y Garn,-3.92517,52.78918,4
GW/NW-038,Moel Ysgyfarnogod,-3.99559,52.89199,4
GW/NW-039,Foel Goch,-3.55923,52.96776,4
GW/NW-040,Tal y Fan,-3.90524,53.23563,4
GW/NW-041,Moelfre,-4.03924,52.80132,2
GW/NW-042,Moel y Gamelin,-3.22904,53.00961,2
GW/NW-043,Cyrn-y-Brain,-3.18216,53.03135,2
GW/NW-044,Moel Famau,-3.25578,53.15456,2
GW/NW-045,Moel-ddu,-4.11685,52.97637,2
GW/NW-046,Rhialgwm,-3.40255,52.77984,2
GW/NW-047,Mwdwl-eithin,-3.61779,53.07274,2
GW/NW-048,Mynydd Nodol,-3.69017,52.93945,2
GW/NW-049,Gyrn Moelfre,-3.21266,52.85577,2
GW/NW-050,Gyrn Ddu,-4.3837,52.99448,2
GW/NW-051,Foel Fenlli,-3.24971,53.13131,2
GW/NW-052,Craig Goch - Mynydd Cwmcelli,-3.76945,52.67408,1
GW/NW-053,Moel Gyw,-3.23907,53.10864,1
GW/NW-054,Penycloddiau,-3.30815,53.2009,1
GW/NW-055,Foel Offrwm,-3.85457,52.77198,1
GW/NW-056,Moel y Dyniewyd,-4.0692,53.00892,1
GW/NW-057,Foel Cae'rberllan,-3.95839,52.65541,1
GW/NW-058,Carn Fadryn,-4.55985,52.88649,1
GW/NW-059,Allt y Main,-3.24216,52.72745,1
GW/NW-060,Mynydd-y-briw,-3.22729,52.82582,1
GW/NW-061,Y Golfa,-3.20997,52.65535,1
GW/NW-062,Hope Mountain,-3.05485,53.10455,1
GW/NW-063,Ffridd Cocyn,-4.03317,52.61892,1
GW/NW-064,Mynydd Rhiw,-4.63121,52.83283,1
GW/NW-065,Gamallt,-3.97373,52.64214,1
GW/NW-066,Garn Boduan,-4.5124,52.92496,1
GW/NW-067,Moel-y-Gest,-4.15968,52.92778,1
GW/NW-068,Carneddol,-4.52536,52.86847,1
GW/NW-069,Holyhead Mountain - Mynydd Twr,-4.67557,53.31341,1
GW/NW-070,Great Orme - Y Gogarth,-3.85228,53.33254,1
GW/NW-071,Mynydd Bodafon - Yr Arwydd,-4.29602,53.34356,1
GW/NW-072,Mynydd Enlli,-4.78311,52.76231,1
GW/NW-073,Mynydd Rhyd Ddu,-3.41086,53.01861,1
GW/NW-074,Moel Fynydd - Craig y Castell,-3.92978,52.72773,1
GW/NW-075,Yr Eifl,-4.43659,52.97505,2
GW/NW-076,Mynydd y Cwm - Coed Cwm,-3.3917,53.27945,1
GW/NW-077,Mynydd Anelog,-4.74344,52.81077,1
GW/NW-078,Rhinog Fach,-3.98295,52.82417,6
GW/SW-001,Pen y Fan,-3.43676,51.88403,8
GW/SW-002,Waun Fach,-3.14319,51.96279,8
GW/SW-003,Fan Brycheiniog - Twr y Fan Foel,-3.70956,51.88467,8
GW/SW-004,Waun Rydd,-3.36383,51.87646,6
GW/SW-005,Fan Fawr,-3.49741,51.86332,6
GW/SW-006,Fan Gyhirych,-3.62699,51.8594,6
GW/SW-007,Fan Nedd,-3.57919,51.85366,4
GW/SW-008,Cefn yr Ystrad,-3.32594,51.81474,4
GW/SW-009,Mynydd Troed,-3.21554,51.9553,4
GW/SW-010,Craig y Llyn,-3.58377,51.71642,4
GW/SW-011,Sugar Loaf - Y Fal,-3.05787,51.86271,2
GW/SW-012,Coety Mountain - Mynydd Coety,-3.11489,51.76531,2
GW/SW-013,Tor y Foel,-3.28738,51.86697,2
GW/SW-014,Mynydd Carn-y-cefn,-3.17933,51.76923,2
GW/SW-015,Mynydd Llangorse,-3.22409,51.93244,2
GW/SW-016,Ysgyryd Fawr,-2.97261,51.85907,1
GW/SW-017,Hirfynydd,-3.68002,51.75456,1
GW/SW-018,Mynydd Epynt,-3.51813,52.10641,1
GW/SW-019,Mynydd Maen - Mynydd Twyn-glas,-3.07158,51.67448,1
GW/SW-020,Graig Syfyrddin - Edmund's Tump,-2.86747,51.88496,1
GW/SW-021,Mynydd Marchywel,-3.7846,51.71907,1
GW/SW-022,Trichrug,-3.89205,51.88964,1
GW/SW-023,Allt yr Esgair,-3.27181,51.91086,1
GW/SW-024,Mynydd y Lan,-3.14402,51.6243,1
GW/SW-025,Cefn Eglwysilan,-3.30521,51.60612,1
GW/SW-026,Bryn Arw,-3.01609,51.88046,1
GW/SW-027,Mynydd y Glyn,-3.39907,51.59727,1
GW/SW-028,Mynydd y Betws,-3.93651,51.76805,1
GW/SW-029,Foel Fynyddau,-3.75986,51.62802,1
GW/SW-030,Mynydd Machen,-3.12216,51.60358,1
GW/SW-031,Mynydd Uchaf,-3.86305,51.77667,1
GW/SW-032,Mynydd Allt-y-grug,-3.80773,51.75798,1
GW/SW-033,Wentwood,-2.85218,51.64448,1
GW/SW-034,Garth Hill - Mynydd y Garth,-3.29433,51.54325,1
GW/SW-035,Myarth,-3.20578,51.87991,1
GW/SW-036,Mynydd Sylen,-4.15221,51.75105,1
GW/SW-037,Craig yr Allt,-3.25158,51.55774,1
GW/SW-038,Mynydd Drumau,-3.84576,51.68583,1
GW/SW-039,Mynydd Llangyndeyrn,-4.20224,51.79742,1
GW/SW-040,Mynydd Dinas,-3.79004,51.60894,1
GW/SW-041,Black Mountain,-3.08659,52.01188,6
GM/ES-001,Ben Macdui,-3.6691,57.07037,10
GM/ES-002,Braeriach,-3.72837,57.07831,10
GM/ES-003,Cairn Toul,-3.71077,57.05441,10
GM/ES-004,Beinn a'Bhuird - North Top,-3.49937,57.08759,10
GM/ES-005,Beinn Mheadhoin,-3.61146,57.09585,10
GM/ES-006,Ben Avon - Leabaidh an Daimh Bhuidhe,-3.43444,57.09935,10
GM/ES-007,Beinn Bhrotain,-3.7238,57.00987,10
GM/ES-008,Lochnagar - Cac Carn Beag,-3.24526,56.96027,10
GM/ES-009,Sgor Gaoith,-3.81086,57.06856,10
GM/ES-010,Bynack More,-3.58472,57.13822,8
GM/ES-011,Beinn a'Chaorainn,-3.57743,57.09327,8
GM/ES-012,Glas Maol,-3.36824,56.87306,8
GM/ES-013,Carn a'Mhaim,-3.65838,57.03687,8
GM/ES-014,Mount Keen,-2.97362,56.96975,6
GM/ES-015,Culardoch,-3.33187,57.07336,6
GM/ES-016,Ben Tirran,-3.02917,56.8587,4
GM/ES-017,Creag Mhor,-3.55842,57.12426,4
GM/ES-018,Morven,-3.03088,57.12264,4
GM/ES-019,Conachcraig,-3.18655,56.96428,4
GM/ES-021,Ben Rinnes,-3.2415,57.40328,4
GM/ES-022,Creag nan Gabhar,-3.39101,56.94051,4
GM/ES-023,Brown Cow Hill,-3.28823,57.12439,4
GM/ES-024,Geal Charn,-3.50674,57.19601,4
GM/ES-025,Carn na Drochaide,-3.43916,57.02742,4
GM/ES-026,Sgor Mor,-3.63595,57.00329,4
GM/ES-027,Meall a'Bhuachaille,-3.6711,57.18354,4
GM/ES-028,Monamenach,-3.35155,56.82019,4
GM/ES-029,Carn Mor,-3.21848,57.24988,4
GM/ES-030,Carn Ealasaid,-3.27952,57.19025,4
GM/ES-031,Corryhabbie Hill,-3.19641,57.34462,4
GM/ES-032,Mount Battock,-2.74196,56.94926,4
GM/ES-033,Cook's Cairn,-3.16065,57.33566,4
GM/ES-034,Mona Gowan,-3.09886,57.13856,4
GM/ES-035,Mount Blair,-3.3631,56.75087,4
GM/ES-036,Geallaig Hill,-3.15951,57.06928,4
GM/ES-037,Badandun Hill,-3.29917,56.79569,4
GM/ES-038,Creagan a'Chaise,-3.48823,57.29911,4
GM/ES-039,The Buck,-2.97705,57.29734,4
GM/ES-040,Cnap Chaochan Aitinn,-3.4144,57.17253,4
GM/ES-041,Carn a'Ghille Chearr,-3.43144,57.35104,4
GM/ES-042,Hunt Hill,-3.01978,56.91195,4
GM/ES-043,Mealna Letter (Duchray Hill),-3.37416,56.78926,4
GM/ES-044,Cat Law,-3.11498,56.7363,2
GM/ES-045,Hill of Wirren,-2.78401,56.85438,2
GM/ES-046,Creag Bhalg,-3.49688,57.00331,2
GM/ES-047,Pressendye,-2.84425,57.16879,2
GM/ES-048,Corwharn,-3.16552,56.77205,2
GM/ES-049,Ladylea Hill,-3.09004,57.23718,2
GM/ES-050,The Coyles of Muick,-3.10684,57.0056,2
GM/ES-051,Meikle Conval,-3.18185,57.41891,2
GM/ES-052,Carn Daimh,-3.36023,57.30795,2
GM/ES-053,Ben Newe,-3.02528,57.21534,2
GM/ES-054,Tap o'Noth,-2.85901,57.35152,2
GM/ES-055,Meall Alvie,-3.31294,57.01175,2
GM/ES-056,Crock,-3.26706,56.75444,2
GM/ES-057,Little Conval,-3.1774,57.43807,2
GM/ES-058,Meall Mor,-3.35258,56.72652,2
GM/ES-059,Kerloch,-2.50091,56.98117,2
GM/ES-060,Coiliochbhar Hill,-2.82401,57.23506,2
GM/ES-061,Bennachie - Oxen Craig,-2.56109,57.29275,2
GM/ES-062,Lord Arthur's Hill,-2.80841,57.26625,2
GM/ES-063,Hare Cairn,-3.2408,56.74656,2
GM/ES-064,Creigh Hill,-3.1931,56.72022,1
GM/ES-065,Benaquhallie,-2.65245,57.16744,1
GM/ES-066,The Bochel,-3.27511,57.29343,1
GM/ES-067,Creag Ghiubhais,-3.13478,57.04513,1
GM/ES-068,Craiglich,-2.7731,57.13737,1
GM/ES-069,Ben Aigan,-3.15404,57.51824,1
GM/ES-070,Hill of Fare,-2.54354,57.11613,1
GM/ES-071,Hill of Foudland,-2.66175,57.38778,1
GM/ES-072,Cairn William,-2.57128,57.24076,1
GM/ES-073,Knock Hill,-2.77584,57.58404,1
GM/ES-074,Ord Ban,-3.83372,57.1542,1
GM/ES-075,Strathfinella Hill,-2.50554,56.89896,1
GM/ES-076,Mile Hill,-3.1262,56.70091,1
GM/ES-077,Millstone Hill,-2.5377,57.2718,1
GM/ES-078,Craigendarroch,-3.04758,57.05546,1
GM/ES-079,Hill of Tillymorgan,-2.58015,57.40237,1
GM/ES-080,Cairn-mon-earn,-2.35962,57.01796,1
GM/ES-081,Knockan,-3.08466,57.50385,1
GM/ES-082,Meikle Balloch Hill,-2.88495,57.53267,1
GM/ES-083,Fourman Hill,-2.71763,57.50046,1
GM/ES-084,Bin of Cullen,-2.87344,57.66528,1
GM/ES-085,Hill of Garvock,-2.44934,56.81336,1
GM/ES-086,Brimmond Hill,-2.23957,57.17303,1
GM/ES-087,Waughton Hill,-2.06261,57.60519,1
GM/ES-088,Creag an Dail Bheag,-3.39129,57.06672,4
